date,month,year,plantingtype,field,species,number,location,tube,lifestage,stems,height_cm,rodentdamage,id,protected,death,browse,,
4/25/2025,April,2025,Staked,Barberry,discolor,539,3-47,Yes,none,0,71,dried up,5393-47,,,,likely dead,
4/25/2025,April,2025,Staked,Barberry,discolor,540,3-61,Yes,none,0,94,dried up,5403-61,,,,likely dead,
4/25/2025,April,2025,Rooted,Barberry,purpurea,602,2-2,N/A,leaves,0,80,3 dried stems,6022-2,,,slug at the base,"slight leafing out at the base, all other stems are dried up",
4/25/2025,April,2025,Rooted,Barberry,purpurea,603,3-5,N/A,leaves,1,99,,6033-5,,,,,
4/25/2025,April,2025,Rooted,Barberry,purpurea,604,1-9,N/A,nothing,0,120,"old rodent damage, all stems are dried",6041-9,,,,likely dead,
4/25/2025,April,2025,Rooted,Barberry,purpurea,605,2-17,N/A,flowers,1,122,old rodent damage ,6052-17,,,insects on leaves,,
4/25/2025,April,2025,Rooted,Barberry,purpurea,606,3-24,N/A,nothing,0,138,"lots of rodent damage, dried up",6063-24,,,,likely dead,
4/25/2025,April,2025,Rooted,Barberry,sericea,607,1-1,N/A,leaves,2,64,old rodent,6071-1,,,,,
4/25/2025,April,2025,Rooted,Barberry,sericea,608,2-8,N/A,leaves,1,68,lots of rodent damage,6082-8,,,,just starting to leaf out,
4/25/2025,April,2025,Rooted,Barberry,sericea,609,3-11,N/A,flowers,2,93,"old rodent damage, 1 dried stem",6093-11,,,,,
4/25/2025,April,2025,Rooted,Barberry,sericea,610,2-19,N/A,flowers,1,105,,6102-19,,,,,
4/25/2025,April,2025,Rooted,Barberry,sericea,611,3-26,N/A,flowers,1,70,,6113-26,,,,,
4/25/2025,April,2025,Rooted,Barberry,lucida,612,3-3,N/A,flowers,2,95,old rodent damage,6123-3,,,,,
4/25/2025,April,2025,Rooted,Barberry,lucida,613,2-6,N/A,leaves,1,71,"old rodent damage, 1 dried stem",6132-6,,,,recovering from dessecation,
4/25/2025,April,2025,Rooted,Barberry,lucida,614,3-10,N/A,flowers,2,99,,6143-10,,,,,
4/25/2025,April,2025,Rooted,Barberry,lucida,615,2-18,N/A,flowers,1,95,old chewed stems,6152-18,,,,,
4/25/2025,April,2025,Rooted,Barberry,lucida,616,1-28,N/A,nothing,1,109,"old rodent, dried up",6161-28,,,,"very dry, still alive",
4/25/2025,April,2025,Rooted,Barberry,discolor,617,1-3,N/A,nothing,0,60,new rodent gurdeling,6171-3,,,,"dried up, still alive",
4/25/2025,April,2025,Rooted,Barberry,discolor,618,2-6,N/A,nothing,0,80,old rodent gurdeling,6182-6,,,,"dried up, sprouting at base",
4/25/2025,April,2025,Rooted,Barberry,discolor,619,2-9,N/A,flowers,4,100,looks diseased? or dry?,6192-9,,,,,
4/25/2025,April,2025,Rooted,Barberry,discolor,620,2-15,N/A,scaleless buds,4,85,dried up,6202-15,,,,looks very dry,
4/25/2025,April,2025,Rooted,Barberry,discolor,621,3-19,N/A,flowers,3,92,old rodent damage,6213-19,,,,,
4/23/2025,April,2025,Staked,GP1,discolor,541,3-2,Yes,nothing,0,79,rodent and deer,5413-2,,,none,likely dead,
4/23/2025,April,2025,Staked,GP1,discolor,542,3-12,Yes,leaves,0,85,none,5423-12,,,pill bug,suffering,
4/23/2025,April,2025,Staked,GP1,discolor,543,2-28,Yes,nothing,0,83,lots of old rodent damage,5432-28,,,spider web,likely dead,
4/23/2025,April,2025,Staked,GP1,discolor,544,1-38,Yes,nothing,0,60,lots of old rodent damage,5441-38,,,none,dead,
4/23/2025,April,2025,Staked,GP1,discolor,545,2-49,Yes,nothing,0,57,old rodent damage,5452-49,,,none,dead,
4/23/2025,April,2025,Staked,GP1,purpurea,546,1-9,Yes,nothing,0,95,old rodent damage,5461-9,,,,looks dead but still alive,
4/23/2025,April,2025,Staked,GP1,purpurea,547,1-25,Yes,nothing,0,97,rodent and deer,5471-25,,,,looks dead but still alive,
4/23/2025,April,2025,Staked,GP1,purpurea,548,2-32,Yes,nothing,0,100,old rodent damage,5482-32,,,,dead,
4/23/2025,April,2025,Staked,GP1,purpurea,549,1-37,Yes,leaves,0,85,none,5491-37,,,,dead,
4/23/2025,April,2025,Staked,GP1,purpurea,550,2-52,Yes,leaves,0,110,old rodent damage,5502-52,,,,,
4/23/2025,April,2025,Staked,GP1,lucida,551,2-19,Yes,nothing,0,76,old rodent damage,5512-19,,,,dead,
4/23/2025,April,2025,Staked,GP1,lucida,552,3-34,Yes,leaves,0,63,none,5523-34,,,,,
4/23/2025,April,2025,Staked,GP1,lucida,662,1-41,Yes,nothing,0,100,lots of old rodent damage,6621-41,,,spider  ,likely dead,
4/23/2025,April,2025,Staked,GP1,lucida,554,2-46,Yes,nothing,0,95,old rodent damage,5542-46,,,,likely dead,
4/23/2025,April,2025,Staked,GP1,lucida,555,1-53,Yes,nothing,0,74,old rodent damage,5551-53,,,,,
4/23/2025,April,2025,Staked,GP1,sericea,556,3-18,Yes,leaves,0,74,none,5563-18,,,,,
4/23/2025,April,2025,Staked,GP1,sericea,557,2-32,Yes,leaves,1,89,old rodent damage,5572-32,,,,diseased?,
4/23/2025,April,2025,Staked,GP1,sericea,558,3-43,Yes,leaves,1,106,none,5583-43,,,,,
4/23/2025,April,2025,Staked,GP1,sericea,559,2-50,Yes,nothing,0,45,old rodent damage,5592-50,,,,dead,
4/23/2025,April,2025,Staked,GP1,sericea,560,3-54,Yes,nothing,0,112,none,5603-54,,,,,
4/23/2025,April,2025,Rooted,GP1,discolor,629,1-4,Yes,"leaves, didnt flower",1,79,,6291-4,,,,Yes,
4/23/2025,April,2025,Rooted,GP1,discolor,628,1-9,Yes,"leaves, didnt flower",3,96,,6281-9,,,,Yes,
4/23/2025,April,2025,Rooted,GP1,discolor,627,2-20,Yes,"leaves, did flower",1,63,,6272-20,,,,Yes,
4/23/2025,April,2025,Rooted,GP1,discolor,626,1-28,Yes,"leaves, didnt flower",2,58,deer chewed stems,6261-28,,,,Yes,
4/23/2025,April,2025,Rooted,GP1,discolor,625,2-34,Yes,"leaves, didnt flower",2,117,,6252-34,,,,Yes,
4/23/2025,April,2025,Rooted,GP1,purpurea,624,1-7,Yes,nothing,0,59,,6241-7,,,,Yes,
4/23/2025,April,2025,Rooted,GP1,purpurea,623,2-16,Yes,"leaves, didnt flower",1,84,,6232-16,,,,Yes,
4/23/2025,April,2025,Rooted,GP1,purpurea,622,1-26,Yes,flower + leaves,3,104,,6221-26,,,,Yes,
4/23/2025,April,2025,Rooted,GP1,purpurea,641,2-39,Yes,flower + leaves,3,103,old rodent damage,6412-39,,,,Yes,
4/23/2025,April,2025,Rooted,GP1,purpurea,640,1-46,Yes,leaves,0,61,deer chewed stems,6401-46,,,,Yes,
4/23/2025,April,2025,Rooted,GP1,lucida,639,2-3,Yes,"leaves, didnt flower",3,90,,6392-3,,,,Yes,
4/23/2025,April,2025,Rooted,GP1,lucida,638,1-12,Yes,flower + leaves,4,97,old rodent damage,6381-12,,,spider web,Yes,
4/23/2025,April,2025,Rooted,GP1,lucida,637,2-23,Yes,flower + leaves,2,100,,6372-23,,,,Yes,
4/23/2025,April,2025,Rooted,GP1,lucida,636,1-33,Yes,"leaves, didnt flower",0,78,,6361-33,,,,Yes,
4/23/2025,April,2025,Rooted,GP1,lucida,635,2-39,Yes,"leaves, didnt flower",1,74,,6352-39,,,,Yes,
4/23/2025,April,2025,Rooted,GP1,sericea,634,1-6,Yes,"leaves, didnt flower",0,33,,6341-6,,,,Yes,
4/23/2025,April,2025,Rooted,GP1,sericea,633,2-16,Yes,"leaves, didnt flower",1,83,diseased?,6332-16,,,,Yes,
4/23/2025,April,2025,Rooted,GP1,sericea,632,1-22,Yes,"leaves, didnt flower",1,67,,6321-22,,,,Yes,
4/23/2025,April,2025,Rooted,GP1,sericea,631,1-28,Yes,"leaves, didnt flower",1,55,deer chewed stems,6311-28,,,,Yes,
4/23/2025,April,2025,Rooted,GP1,sericea,630,2-33,Yes,flower + leaves,1,70,,6302-33,,,,Yes,
4/23/2025,April,2025,Rooted,GP2,sericea,642,1-3,Yes,leaves,0,66,old rodent damage,6421-3,,,,,
4/23/2025,April,2025,Rooted,GP2,sericea,643,3-11,Yes,leaves,2,82,,6433-11,,,spider web,,
4/23/2025,April,2025,Rooted,GP2,sericea,644,2-18,Yes,leaves,2,93,,6442-18,,,,,
4/23/2025,April,2025,Rooted,GP2,sericea,645,2-31,Yes,leaves,2,90,,6452-31,,,,,
4/23/2025,April,2025,Rooted,GP2,sericea,646,3-36,Yes,leaves,1,25,,6463-36,,,,,
4/23/2025,April,2025,Rooted,GP2,lucida,647,3-3,Yes,leaves,0,93,,6473-3,,,,,
4/23/2025,April,2025,Rooted,GP2,lucida,648,2-8,Yes,leaves,1,63,chewed stems ,6482-8,,,,,
4/23/2025,April,2025,Rooted,GP2,lucida,649,1-15,Yes,leaves,4,98,minor rodent damage,6491-15,,,,,
4/23/2025,April,2025,Rooted,GP2,lucida,650,2-30,Yes,leaves,3,80,,6502-30,,,,,
4/23/2025,April,2025,Rooted,GP2,lucida,651,1-35,Yes,leaves,1,62,old rodent damage,6511-35,,,,,
4/23/2025,April,2025,Rooted,GP2,purpurea,652,2-2,Yes,leaves,3,75,old rodent damage,6522-2,,,,,
4/23/2025,April,2025,Rooted,GP2,purpurea,653,3-15,Yes,leaves,0,50,,6533-15,,,,,
4/23/2025,April,2025,Rooted,GP2,purpurea,654,1-21,Yes,leaves,1,85,,6541-21,,,,submerged,
4/23/2025,April,2025,Rooted,GP2,purpurea,655,2-39,Yes,leaves,3,95,,6552-39,,,,,
4/23/2025,April,2025,Rooted,GP2,purpurea,656,2-45,Yes,leaves,0,59,,6562-45,,,,submerged,
4/23/2025,April,2025,Rooted,GP2,discolor,657,1-6,Yes,flowers,2,79,,6571-6,,,,,
4/23/2025,April,2025,Rooted,GP2,discolor,658,2-10,Yes,flowers,2,64,old rodent damage,6582-10,,,,,
4/23/2025,April,2025,Rooted,GP2,discolor,659,3-17,Yes,flowers,3,76,,6593-17,,,,,
4/23/2025,April,2025,Rooted,GP2,discolor,660,2-29,Yes,leaves,1,29,deer damage,6602-29,,,,,
4/23/2025,April,2025,Rooted,GP2,discolor,661,3-38,Yes,dormant buds,1,65,,6613-38,,,,,
4/23/2025,April,2025,Staked,GP2,sericea,561,2-8,Yes,nothing,0,81,lots of old rodent damage,5612-8,likely dead,,,,
4/23/2025,April,2025,Staked,GP2,sericea,562,1-12,Yes,nothing,0,75,lots of old rodent damage,5621-12,likely dead,,,,
4/23/2025,April,2025,Staked,GP2,sericea,563,2-29,Yes,flowers,2,110,,5632-29,,,,,
4/23/2025,April,2025,Staked,GP2,sericea,564,1-39,Yes,flowers,6,120,,5641-39,praying mantis egg case,,,,
4/23/2025,April,2025,Staked,GP2,sericea,565,3-43,Yes,scaleless buds,1,84,old rodent damage,5653-43,still alive but looks dead,,,,
4/23/2025,April,2025,Staked,GP2,lucida,566,2-6,Yes,leaves,1,75,,5662-6,,,,,
4/23/2025,April,2025,Staked,GP2,lucida,567,3-16,Yes,scaleless buds,2,117,old rodent damage,5673-16,dead spider,,,,
4/23/2025,April,2025,Staked,GP2,lucida,568,3-27,Yes,flowers,2,116,,5683-27,spider on tube,,,,
4/23/2025,April,2025,Staked,GP2,lucida,569,2-30,Yes,nothing,0,66,old rodent damage,5692-30,likely dead,,,,
4/23/2025,April,2025,Staked,GP2,lucida,570,3-49,Yes,leaves,0,69,,5703-49,,,,,
4/23/2025,April,2025,Staked,GP2,purpurea,571,1-11,Yes,nothing,0,100,old rodent damage,5711-11,still alive but looks dead,,,,
4/23/2025,April,2025,Staked,GP2,purpurea,572,3-15,Yes,flowers,2,150,,5723-15,,,,,
4/23/2025,April,2025,Staked,GP2,purpurea,573,2-22,Yes,scaled buds,2,168,old rodent damage,5732-22,,,,,
4/23/2025,April,2025,Staked,GP2,purpurea,574,2-55,Yes,flowers,2,124,old rodent damage,5742-55,spider web,,,,
4/23/2025,April,2025,Staked,GP2,purpurea,575,3-55,Yes,flowers,2,150,,5753-55,,,,,
4/23/2025,April,2025,Staked,GP2,discolor,576,1-10,Yes,nothing,0,55,old rodent damage,5761-10,likely dead,,,,
4/23/2025,April,2025,Staked,GP2,discolor,577,3-14,Yes,flowers,2,110,old rodent damage,5773-14,,,,,
4/23/2025,April,2025,Staked,GP2,discolor,578,2-27,Yes,nothing,0,93,old rodent damage,5782-27,still alive but looks dead,,,,
4/23/2025,April,2025,Staked,GP2,discolor,579,2-47,Yes,nothing,0,74,lots of old rodent damage,5792-47,still alive but looks dead,,,,
4/23/2025,April,2025,Staked,GP2,discolor,580,2-55,Yes,flowers,1,67,,5802-55,,,,,
7/8/2025,July,2025,Staked,GP2,sericea,561,2-8,Yes,leaves,0,73,already dead,5612-8,,,,,
7/8/2025,July,2025,Staked,GP2,sericea,562,1-12,Yes,leaves,1,100,no damage,5621-12,,,,,
7/8/2025,July,2025,Staked,GP2,sericea,563,2-29,Yes,leaves,3,175,no damage,5632-29,,,,,
7/8/2025,July,2025,Staked,GP2,sericea,564,1-39,Yes,leaves,5,134,"cows, but not much",5641-39,,,,,
7/8/2025,July,2025,Staked,GP2,sericea,565,3-43,Yes,leaves,1,122,no damage,5653-43,,,,,
7/8/2025,July,2025,Staked,GP2,lucida,566,2-6,Yes,leaves,1,88,cows,5662-6,,,,,
7/8/2025,July,2025,Staked,GP2,lucida,567,3-16,Yes,leaves,1,112,no damage,5673-16,,,,,
7/8/2025,July,2025,Staked,GP2,lucida,568,3-27,Yes,leaves,2,124,no damage,5683-27,,,,,
7/8/2025,July,2025,Staked,GP2,lucida,569,2-30,Yes,leaves,1,92,cows,5692-30,,,,,
7/8/2025,July,2025,Staked,GP2,lucida,570,3-49,Yes,leaves,1,85,cows,5703-49,,,,,
7/8/2025,July,2025,Staked,GP2,purpurea,571,1-11,Yes,leaves,1,118,no damage,5711-11,,,,,
7/8/2025,July,2025,Staked,GP2,purpurea,572,3-15,Yes,leaves,2,215,no damage,5723-15,,,,,
7/8/2025,July,2025,Staked,GP2,purpurea,573,2-22,Yes,leaves,1,127,no damage,5732-22,,,,,
7/8/2025,July,2025,Staked,GP2,purpurea,574,2-55,Yes,leaves,2,185,no damage,5742-55,,,,,
7/8/2025,July,2025,Staked,GP2,purpurea,575,3-55,Yes,leaves,3,174,no damage,5753-55,,,,,
7/8/2025,July,2025,Staked,GP2,discolor,576,1-10,Yes,leaves,1,58,already dead,5761-10,,,,,
7/8/2025,July,2025,Staked,GP2,discolor,577,3-14,Yes,leaves,2,110,"cows, but not much",5773-14,,,,,
7/8/2025,July,2025,Staked,GP2,discolor,578,2-27,Yes,leaves,1,85,already dead,5782-27,,,,,
7/8/2025,July,2025,Staked,GP2,discolor,579,2-47,Yes,leaves,1,122,no damage,5792-47,,,,,
7/8/2025,July,2025,Staked,GP2,discolor,580,2-55,Yes,leaves,1,116,no damage,5802-55,,,,,
7/8/2025,July,2025,Rooted,GP2,sericea,642,1-3,Yes,leaves,1,57,cows,6421-3,,,post cows,,
7/8/2025,July,2025,Rooted,GP2,sericea,643,3-11,Yes,leaves,2,88,cows,6433-11,,,post cows,,
7/8/2025,July,2025,Rooted,GP2,sericea,644,2-18,Yes,leaves,1,70,cows,6442-18,,,post cows,,
7/8/2025,July,2025,Rooted,GP2,sericea,645,2-31,Yes,leaves,1,80,,6452-31,,,post cows,,
7/8/2025,July,2025,Rooted,GP2,sericea,646,3-36,Yes,leaves,3,65,cows,6463-36,,,post cows,,
7/8/2025,July,2025,Rooted,GP2,lucida,647,3-3,Yes,leaves,4,50,cows,6473-3,,,post cows,,
7/8/2025,July,2025,Rooted,GP2,lucida,648,2-8,Yes,leaves,3,68,cows,6482-8,,,post cows,,
7/8/2025,July,2025,Rooted,GP2,lucida,649,1-15,Yes,leaves,4,81,cows,6491-15,,,post cows,,
7/8/2025,July,2025,Rooted,GP2,lucida,650,2-30,Yes,leaves,0,73,already dead,6502-30,,,post cows,,
7/8/2025,July,2025,Rooted,GP2,lucida,651,1-35,Yes,leaves,2,75,cows,6511-35,,,post cows,,
7/8/2025,July,2025,Rooted,GP2,purpurea,652,2-2,Yes,leaves,3,160,no damage,6522-2,,,post cows,,
7/8/2025,July,2025,Rooted,GP2,purpurea,653,3-15,Yes,leaves,3,125,no damage,6533-15,,,post cows,,
7/8/2025,July,2025,Rooted,GP2,purpurea,654,1-21,Yes,leaves,4,153,no damage,6541-21,,,post cows,,
7/8/2025,July,2025,Rooted,GP2,purpurea,655,2-39,Yes,leaves,3,155,no damage,6552-39,,,post cows,,
7/8/2025,July,2025,Rooted,GP2,purpurea,656,2-45,Yes,leaves,1,96,no damage,6562-45,,,post cows,,
7/8/2025,July,2025,Rooted,GP2,discolor,657,1-6,Yes,leaves,2,78,cows,6571-6,,,post cows,,
7/8/2025,July,2025,Rooted,GP2,discolor,658,2-10,Yes,leaves,1,72,cows,6582-10,,,post cows,,
7/8/2025,July,2025,Rooted,GP2,discolor,659,3-17,Yes,leaves,1,52,cows,6593-17,,,post cows,,
7/8/2025,July,2025,Rooted,GP2,discolor,660,2-29,Yes,leaves,2,153,no damage,6602-29,,,post cows,,
7/8/2025,July,2025,Rooted,GP2,discolor,661,3-38,Yes,leaves,1,130,no damage,6613-38,,,post cows,,
8/26/2025,August,2025,Staked,GP1,discolor,541,2-2,Yes,leaves,2,126,Insect (very little),5412-2,,,,,
8/26/2025,August,2025,Staked,GP1,discolor,542,3-12,Yes,leaves,1,165,Insect (very little),5423-12,,,,,
8/26/2025,August,2025,Staked,GP1,discolor,543,3-22,Yes,leaves,1,110,Insect (very little),5433-22,,,,,
8/26/2025,August,2025,Staked,GP1,discolor,544,1-36,Yes,leaves,1,122,Insect (some),5441-36,,,,,
8/26/2025,August,2025,Staked,GP1,discolor,545,2-43,Yes,leaves,1,83,Insect (very little),5452-43,,,,,
8/26/2025,August,2025,Staked,GP1,purpurea,546,1-9,Yes,leaves,3,138,Animal ?,5461-9,,,,,
8/26/2025,August,2025,Staked,GP1,purpurea,547,1-24,No,leaves,3,146,Insect (very little),5471-24,,,,,
8/26/2025,August,2025,Staked,GP1,purpurea,548,2-30,Yes,leaves,4,97,Insect (some),5482-30,,,,,
8/26/2025,August,2025,Staked,GP1,purpurea,549,1-37,Yes,leaves,2,85,None,5491-37,,,,,
8/26/2025,August,2025,Staked,GP1,purpurea,663,2-51,Yes,leaves,4,172,Insect (very little),6632-51,,,,,
8/26/2025,August,2025,Staked,GP1,lucida,551,2-19,Yes,leaves,1,93,Insect (very little),5512-19,,,,,
8/26/2025,August,2025,Staked,GP1,lucida,662,1-20,Yes,leaves,2,120,Insect (very little),6621-20,,,,,
8/26/2025,August,2025,Staked,GP1,lucida,552,3-28,Yes,leaves,1,78,"Insect (some), disease",5523-28,,,,,
8/26/2025,August,2025,Staked,GP1,lucida,554,2-29,Yes,leaves,3,132,Insect (some),5542-29,,,,,
8/26/2025,August,2025,Staked,GP1,lucida,555,1-44,Yes,leaves,4,140,Insect (some),5551-44,,,,,
8/26/2025,August,2025,Staked,GP1,sericea,556,3-11,Yes,leaves,2,96,Insect (some),5563-11,,,,,
8/26/2025,August,2025,Staked,GP1,sericea,557,2-21,Yes,leaves,2,72,Insect (very little),5572-21,,,,,
8/26/2025,August,2025,Staked,GP1,sericea,558,3-35,Yes,leaves,2,125,"Insect (some), animal?",5583-35,,,,,
8/26/2025,August,2025,Staked,GP1,sericea,559,2-38,Yes,leaves,4,158,Insect (some),5592-38,,,,,
8/26/2025,August,2025,Staked,GP1,sericea,560,3-40,Yes,leaves,1,125,Insect (some),5603-40,,,,,
8/25/2025,August,2025,Rooted,GP1,discolor,629,1-3,Yes,leaves,1,93,Insect (some),6291-3,,,,,
8/25/2025,August,2025,Rooted,GP1,discolor,628,1-9,Yes,leaves,2,118,Insect (very little),6281-9,,,,,
8/25/2025,August,2025,Rooted,GP1,discolor,627,2-21,Yes,leaves,1,128,Insect (very little),6272-21,,,,,
8/25/2025,August,2025,Rooted,GP1,discolor,626,1-28,Yes,leaves,4,132,Insect (very little),6261-28,,,,,
8/25/2025,August,2025,Rooted,GP1,discolor,625,2-35,Yes,leaves,3,178,Insect (some),6252-35,,,,,
8/25/2025,August,2025,Rooted,GP1,purpurea,624,1-7,Yes,leaves,2,74,Insect (very little),6241-7,,,,,
8/25/2025,August,2025,Rooted,GP1,purpurea,623,2-16,Yes,leaves,4,127,Insect (very little),6232-16,,,,,
8/25/2025,August,2025,Rooted,GP1,purpurea,622,1-26,Yes,leaves,4,147,None,6221-26,,,,,
8/25/2025,August,2025,Rooted,GP1,purpurea,641,2-39,Yes,leaves,3,169,Insect (very little),6412-39,,,,,
8/25/2025,August,2025,Rooted,GP1,purpurea,640,1-46,Yes,leaves,3,58,Insect (some),6401-46,,,,,
8/25/2025,August,2025,Rooted,GP1,lucida,639,2-3,Yes,leaves,3,113,Insect (some),6392-3,,,,,
8/25/2025,August,2025,Rooted,GP1,lucida,638,1-12,Yes,leaves,4,108,Insect (a lot),6381-12,,,,,
8/25/2025,August,2025,Rooted,GP1,lucida,637,2-23,Yes,leaves,2,112,Insect (some),6372-23,,,,,
8/25/2025,August,2025,Rooted,GP1,lucida,636,1-33,Yes,leaves,1,56,Insect (some),6361-33,,,,,
8/25/2025,August,2025,Rooted,GP1,lucida,635,2-39,Yes,leaves,2,86,Insect (a lot),6352-39,,,,,
8/25/2025,August,2025,Rooted,GP1,sericea,634,1-6,Yes,leaves,1,54,"Insect (some), animal",6341-6,,,,,
8/25/2025,August,2025,Rooted,GP1,sericea,633,1-23,Yes,leaves,1,72,Insect (some),6331-23,,,,,
8/25/2025,August,2025,Rooted,GP1,sericea,632,2-16,Yes,leaves,3,96,Insect (some),6322-16,,,,,
8/25/2025,August,2025,Rooted,GP1,sericea,631,1-28,Yes,leaves,3,70,Insect (some),6311-28,,,,,
8/25/2025,August,2025,Rooted,GP1,sericea,630,2-33,Yes,leaves,3,95,Insect (a lot),6302-33,,,,,
8/22/2025,August,2025,Staked,GP2,sericea,561,2-8,Yes,leaves,1,92,,5612-8,,,,,
8/22/2025,August,2025,Staked,GP2,sericea,562,1-12,Yes,leaves,1,138,,5621-12,,,,,
8/22/2025,August,2025,Staked,GP2,sericea,563,2-29,Yes,leaves,4,215,,5632-29,,,,,
8/22/2025,August,2025,Staked,GP2,sericea,564,1-36,Yes,leaves,4,156,,5641-36,,,,,
8/22/2025,August,2025,Staked,GP2,sericea,565,3-40,Yes,leaves,3,120,,5653-40,,,,,
8/22/2025,August,2025,Staked,GP2,lucida,566,2-5,Yes,leaves,2,100,,5662-5,,,,,
8/22/2025,August,2025,Staked,GP2,lucida,567,3-16,Yes,leaves,2,138,,5673-16,,,,,
8/22/2025,August,2025,Staked,GP2,lucida,568,3-27,Yes,leaves,2,119,,5683-27,,,,,
8/22/2025,August,2025,Staked,GP2,lucida,569,2-23,Yes,leaves,3,108,,5692-23,,,,,
8/22/2025,August,2025,Staked,GP2,lucida,570,3-49,Yes,leaves,1,99,,5703-49,,,,,
8/22/2025,August,2025,Staked,GP2,purpurea,571,1-9,Yes,leaves,1,110,,5711-9,,,,,
8/22/2025,August,2025,Staked,GP2,purpurea,572,3-15,Yes,leaves,2,250,,5723-15,,,,,
8/22/2025,August,2025,Staked,GP2,purpurea,573,2-21,Yes,leaves,2,200,,5732-21,,,,,
8/22/2025,August,2025,Staked,GP2,purpurea,574,2-54,Yes,leaves,5,250,,5742-54,,,,,
8/22/2025,August,2025,Staked,GP2,purpurea,575,3-55,Yes,leaves,9,200,,5753-55,,,,,
8/22/2025,August,2025,Staked,GP2,discolor,576,1-8,No,leaves,3,130,,5761-8,,,,,
8/22/2025,August,2025,Staked,GP2,discolor,577,3-14,Yes,leaves,3,135,,5773-14,,,,,
8/22/2025,August,2025,Staked,GP2,discolor,578,2-19,Yes,leaves,1,106,,5782-19,,,,,
8/22/2025,August,2025,Staked,GP2,discolor,579,2-39,Yes,leaves,1,138,,5792-39,,,,,
8/22/2025,August,2025,Staked,GP2,discolor,580,2-38,Yes,leaves,1,112,,5802-38,,,,,
8/22/2025,August,2025,Rooted,GP2,sericea,642,1-3,Yes,leaves,1,75,insect,6421-3,,,,,
8/22/2025,August,2025,Rooted,GP2,sericea,643,3-11,Yes,leaves,2,89,insect/cow,6433-11,,,,,
8/22/2025,August,2025,Rooted,GP2,sericea,644,2-18,Yes,leaves,1,77,insect/cow,6442-18,,,,,
8/22/2025,August,2025,Rooted,GP2,sericea,645,2-31,Yes,leaves,2,75,insect/cow,6452-31,,,,,
8/22/2025,August,2025,Rooted,GP2,sericea,646,3-36,Yes,leaves,3,70,insect/cow,6463-36,,,,,
8/22/2025,August,2025,Rooted,GP2,lucida,647,3-3,Yes,leaves,5,63,insect/cow,6473-3,,,,,
8/22/2025,August,2025,Rooted,GP2,lucida,648,2-8,Yes,leaves,3,71,insect/cow,6482-8,,,,,
8/22/2025,August,2025,Rooted,GP2,lucida,649,1-15,Yes,leaves,4,92,insect/cow,6491-15,,,,,
8/22/2025,August,2025,Rooted,GP2,lucida,650,2-31,Yes,leaves,3,109,insect/cow,6502-31,,,,,
8/22/2025,August,2025,Rooted,GP2,lucida,651,1-35,Yes,leaves,2,80,insect/cow,6511-35,,,,,
8/22/2025,August,2025,Rooted,GP2,purpurea,652,2-2,Yes,leaves,5,175,insect (very little),6522-2,,,,,
8/22/2025,August,2025,Rooted,GP2,purpurea,653,3-15,Yes,leaves,3,127,insect/animal,6533-15,,,,,
8/22/2025,August,2025,Rooted,GP2,purpurea,654,1-21,Yes,leaves,3,80,WW,6541-21,,,,,
8/22/2025,August,2025,Rooted,GP2,purpurea,655,2-39,Yes,leaves,3,150,insect (very little),6552-39,,,,,
8/22/2025,August,2025,Rooted,GP2,purpurea,656,2-45,Yes,leaves,1,105,"insect (very little), WW",6562-45,,,,,
8/22/2025,August,2025,Rooted,GP2,discolor,657,1-6,Yes,leaves,2,117,insect,6571-6,,,,,
8/22/2025,August,2025,Rooted,GP2,discolor,658,2-10,Yes,leaves,2,105,insect (very little),6582-10,,,,,
8/22/2025,August,2025,Rooted,GP2,discolor,659,3-17,Yes,leaves,2,62,insect (very little),6593-17,,,,,
8/22/2025,August,2025,Rooted,GP2,discolor,660,2-29,Yes,leaves,2,166,insect,6602-29,,,,,
8/22/2025,August,2025,Rooted,GP2,discolor,661,3-38,Yes,leaves,3,145,insect,6613-38,,,,,
8/27/2025,August,2025,Staked,Barberry,purpurea,521,2-3,Yes,leaves,2,130,None,5212-3,,,,,
8/27/2025,August,2025,Staked,Barberry,purpurea,498,1-13,Yes,leaves,5,194,Insect or animal,4981-13,,,,,
8/27/2025,August,2025,Staked,Barberry,purpurea,523,2-18,Yes,leaves,6,192,Insect (very little),5232-18,,,,,
8/27/2025,August,2025,Staked,Barberry,purpurea,524,2-47,Yes,leaves,3,186,Insect (very little),5242-47,,,,,
8/27/2025,August,2025,Staked,Barberry,purpurea,525,3-55,Yes,leaves,8,255,Insect (very little),5253-55,,,,,
8/27/2025,August,2025,Staked,Barberry,sericea,526,2-7,Yes,leaves,1,141,Insect (a lot),5262-7,,,,,
8/27/2025,August,2025,Staked,Barberry,sericea,527,3-8,Yes,leaves,3,120,Insect (a lot),5273-8,,,,,
8/27/2025,August,2025,Staked,Barberry,sericea,528,1-16,Yes,leaves,5,156,Insect (some),5281-16,,,,,
8/27/2025,August,2025,Staked,Barberry,sericea,529,1-23,Yes,leaves,1,183,Insect (very little),5291-23,,,,,
8/27/2025,August,2025,Staked,Barberry,sericea,530,3-48,Yes,leaves,6,185,Insect (some),5303-48,,,,,
8/27/2025,August,2025,Staked,Barberry,lucida,531,1-12,Yes,leaves,2,129,Insect (very little),5311-12,,,,,
